AWAY_TEAM,HOME_TEAM,WEEK,SLOT,NETWORK,QUAL_POINTS
CHI,NYG,6,SUND,FOX,9
CHI,NYG,7,SUND,FOX,9
CHI,NYG,8,SUND,FOX,9
CHI,NYG,9,SUND,FOX,9
CHI,NYG,10,SUND,FOX,9
CHI,NYG,11,SUND,FOX,9
CHI,NYG,12,SUND,FOX,9
CHI,NYG,13,SUND,FOX,9
CHI,NYG,14,SUND,FOX,9
CHI,NYG,15,SUND,FOX,9
CHI,NYG,16,SUND,FOX,9
CHI,NYG,1,SUNE,FOX,6
CHI,NYG,1,SUNL,FOX,6
CHI,NYG,2,SUNE,FOX,6
CHI,NYG,2,SUNL,FOX,6
CHI,NYG,3,SUNE,FOX,6
CHI,NYG,3,SUNL,FOX,6
CHI,NYG,4,SUNE,FOX,6
CHI,NYG,4,SUNL,FOX,6
CHI,NYG,5,SUNE,FOX,6
CHI,NYG,5,SUNL,FOX,6
CHI,NYG,6,SUNE,FOX,6
CHI,NYG,6,SUNL,FOX,6
CHI,NYG,7,SUNE,FOX,6
CHI,NYG,7,SUNL,FOX,6
CHI,NYG,8,SUNE,FOX,6
CHI,NYG,8,SUNL,FOX,6
CHI,NYG,9,SUNE,FOX,6
CHI,NYG,9,SUNL,FOX,6
CHI,NYG,10,SUNE,FOX,6
CHI,NYG,10,SUNL,FOX,6
CHI,NYG,11,SUNE,FOX,6
CHI,NYG,11,SUNL,FOX,6
CHI,NYG,12,SUNE,FOX,6
CHI,NYG,12,SUNL,FOX,6
CHI,NYG,13,SUNE,FOX,6
CHI,NYG,13,SUNL,FOX,6
CHI,NYG,14,SUNE,FOX,6
CHI,NYG,14,SUNL,FOX,6
CHI,NYG,15,SUNE,FOX,6
CHI,NYG,15,SUNL,FOX,6
CHI,NYG,16,SUNE,FOX,6
CHI,NYG,16,SUNL,FOX,6
CHI,NYG,16,SATE,NFL,9
CHI,SF,1,MON1,ESP,10
CHI,SF,1,MON2,ESP,10
CHI,SF,1,SUNN,NBC,10
CHI,SF,1,THUN,NBC,10
CHI,SF,2,MON1,ESP,10
CHI,SF,2,SUNN,NBC,10
CHI,SF,2,THUN,CBS,10
CHI,SF,3,MON1,ESP,10
CHI,SF,3,SUNN,NBC,10
CHI,SF,3,THUN,CBS,10
CHI,SF,4,MON1,ESP,10
CHI,SF,4,SUNN,NBC,10
CHI,SF,4,THUN,CBS,10
CHI,SF,5,MON1,ESP,10
CHI,SF,5,SUNN,NBC,10
CHI,SF,5,THUN,CBS,10
CHI,SF,6,MON1,ESP,10
CHI,SF,6,SUNN,NBC,10
CHI,SF,6,THUN,CBS,10
CHI,SF,7,MON1,ESP,10
CHI,SF,7,SUNN,NBC,10
CHI,SF,7,THUN,CBS,10
CHI,SF,8,MON1,ESP,10
CHI,SF,8,SUNN,NBC,10
CHI,SF,8,THUN,CBS,10
CHI,SF,9,MON1,ESP,10
CHI,SF,9,SUNN,NBC,10
CHI,SF,9,THUN,CBS,10
CHI,SF,10,MON1,ESP,10
CHI,SF,10,SUNN,NBC,10
CHI,SF,10,THUN,NFL,10
CHI,SF,11,MON1,ESP,10
CHI,SF,11,SUNN,NBC,10
CHI,SF,11,THUN,NFL,10
CHI,SF,12,MON1,ESP,10
CHI,SF,12,SUNN,NBC,10
CHI,SF,12,THUN,NBC,10
CHI,SF,13,MON1,ESP,10
CHI,SF,13,SUNN,NBC,10
CHI,SF,13,THUN,NFL,10
CHI,SF,14,MON1,ESP,10
CHI,SF,14,SUNN,NBC,10
CHI,SF,14,THUN,NFL,10
CHI,SF,15,MON1,ESP,10
CHI,SF,15,SUNN,NBC,10
CHI,SF,15,THUN,NFL,10
CHI,SF,16,MON1,ESP,10
CHI,SF,16,SATL,NFL,10
CHI,SF,16,SUNN,NBC,10
CHI,SF,16,THUN,NFL,10
CHI,SF,1,SUND,FOX,7.5
CHI,SF,2,SUND,FOX,7.5
CHI,SF,3,SUND,FOX,7.5
CHI,SF,4,SUND,FOX,7.5
CHI,SF,5,SUND,FOX,7.5
CHI,SF,6,SUND,FOX,7.5
CHI,SF,7,SUND,FOX,7.5
CHI,SF,8,SUND,FOX,7.5
CHI,SF,9,SUND,FOX,7.5
CHI,SF,10,SUND,FOX,7.5
CHI,SF,11,SUND,FOX,7.5
CHI,SF,12,SUND,FOX,7.5
CHI,SF,13,SUND,FOX,7.5
CHI,SF,14,SUND,FOX,7.5
CHI,SF,15,SUND,FOX,7.5
CHI,SF,16,SUND,FOX,7.5
CHI,SF,1,SUNL,FOX,5
CHI,SF,2,SUNL,FOX,5
CHI,SF,3,SUNL,FOX,5
CHI,SF,4,SUNL,FOX,5
CHI,SF,5,SUNL,FOX,5
CHI,SF,6,SUNL,FOX,5
CHI,SF,7,SUNL,FOX,5
CHI,SF,8,SUNL,FOX,5
CHI,SF,9,SUNL,FOX,5
CHI,SF,10,SUNL,FOX,5
CHI,SF,11,SUNL,FOX,5
CHI,SF,12,SUNL,FOX,5
CHI,SF,13,SUNL,FOX,5
CHI,SF,14,SUNL,FOX,5
CHI,SF,15,SUNL,FOX,5
CHI,SF,16,SUNL,FOX,5
CHI,SF,16,SATE,NFL,7.5
CIN,ATL,1,SUND,CBS,4.5
CIN,ATL,2,SUND,CBS,4.5
CIN,ATL,3,SUND,CBS,4.5
CIN,ATL,4,SUND,CBS,4.5
CIN,ATL,5,SUND,CBS,4.5
CIN,ATL,6,SUND,CBS,4.5
CIN,ATL,7,SUND,CBS,4.5
CIN,ATL,8,SUND,CBS,4.5
CIN,ATL,9,SUND,CBS,4.5
CIN,ATL,10,SUND,CBS,4.5
CIN,ATL,11,SUND,CBS,4.5
CIN,ATL,12,SUND,CBS,4.5
CIN,ATL,13,SUND,CBS,4.5
CIN,ATL,14,SUND,CBS,4.5
CIN,ATL,15,SUND,CBS,4.5
CIN,ATL,16,SUND,CBS,4.5
CIN,ATL,1,SUNE,CBS,3
CIN,ATL,1,SUNL,CBS,3
CIN,ATL,2,SUNE,CBS,3
CIN,ATL,2,SUNL,CBS,3
CIN,ATL,3,SUNE,CBS,3
CIN,ATL,3,SUNL,CBS,3
CIN,ATL,4,SUNE,CBS,3
CIN,ATL,4,SUNL,CBS,3
CIN,ATL,5,SUNE,CBS,3
CIN,ATL,5,SUNL,CBS,3
CIN,ATL,6,SUNE,CBS,3
CIN,ATL,6,SUNL,CBS,3
CIN,ATL,7,SUNE,CBS,3
CIN,ATL,7,SUNL,CBS,3
CIN,ATL,8,SUNE,CBS,3
CIN,ATL,8,SUNL,CBS,3
CIN,ATL,9,SUNE,CBS,3
CIN,ATL,9,SUNL,CBS,3
CIN,ATL,10,SUNE,CBS,3
CIN,ATL,10,SUNL,CBS,3
CIN,ATL,11,SUNE,CBS,3
CIN,ATL,11,SUNL,CBS,3
CIN,ATL,12,SUNE,CBS,3
CIN,ATL,12,SUNL,CBS,3
CIN,ATL,13,SUNE,CBS,3
CIN,ATL,13,SUNL,CBS,3
CIN,ATL,14,SUNE,CBS,3
CIN,ATL,14,SUNL,CBS,3
CIN,ATL,15,SUNE,CBS,3
CIN,ATL,15,SUNL,CBS,3
CIN,ATL,16,SUNE,CBS,3
CIN,ATL,16,SUNL,CBS,3
CIN,ATL,16,SATE,NFL,4.5
CIN,BAL,1,SUNE,CBS,2
CIN,BAL,1,SUNL,CBS,2
CIN,BAL,2,SUNE,CBS,2
CIN,BAL,2,SUNL,CBS,2
CIN,BAL,3,SUNE,CBS,2
CIN,BAL,3,SUNL,CBS,2
CIN,BAL,4,SUNE,CBS,2
CIN,BAL,4,SUNL,CBS,2
CIN,BAL,5,SUNE,CBS,2
CIN,BAL,5,SUNL,CBS,2
CIN,BAL,6,SUNE,CBS,2
CIN,BAL,6,SUNL,CBS,2
CIN,BAL,7,SUNE,CBS,2
CIN,BAL,7,SUNL,CBS,2
CIN,BAL,8,SUNE,CBS,2
CIN,BAL,8,SUNL,CBS,2
CIN,BAL,9,SUNE,CBS,2
CIN,BAL,9,SUNL,CBS,2
CIN,BAL,10,SUNE,CBS,2
CIN,BAL,10,SUNL,CBS,2
CIN,BAL,11,SUNE,CBS,2
CIN,BAL,11,SUNL,CBS,2
CIN,BAL,12,SUNE,CBS,2
CIN,BAL,12,SUNL,CBS,2
CIN,BAL,13,SUNE,CBS,2
CIN,BAL,13,SUNL,CBS,2
CIN,BAL,14,SUNE,CBS,2
CIN,BAL,14,SUNL,CBS,2
CIN,BAL,15,SUNE,CBS,2
CIN,BAL,15,SUNL,CBS,2
CIN,BAL,16,SUNE,CBS,2
CIN,BAL,16,SUNL,CBS,2
CIN,BAL,17,SUNE,CBS,2
CIN,BAL,17,SUNL,CBS,2
CIN,CAR,1,SUNE,CBS,2
CIN,CAR,1,SUNL,CBS,2
CIN,CAR,2,SUNE,CBS,2
CIN,CAR,2,SUNL,CBS,2
CIN,CAR,3,SUNE,CBS,2
CIN,CAR,3,SUNL,CBS,2
CIN,CAR,4,SUNE,CBS,2
CIN,CAR,4,SUNL,CBS,2
CIN,CAR,5,SUNE,CBS,2
CIN,CAR,5,SUNL,CBS,2
CIN,CAR,6,SUNE,CBS,2
CIN,CAR,6,SUNL,CBS,2
CIN,CAR,7,SUNE,CBS,2
CIN,CAR,7,SUNL,CBS,2
CIN,CAR,8,SUNE,CBS,2
CIN,CAR,8,SUNL,CBS,2
CIN,CAR,9,SUNE,CBS,2
CIN,CAR,9,SUNL,CBS,2
CIN,CAR,10,SUNE,CBS,2
CIN,CAR,10,SUNL,CBS,2
CIN,CAR,11,SUNE,CBS,2
CIN,CAR,11,SUNL,CBS,2
CIN,CAR,12,SUNE,CBS,2
CIN,CAR,12,SUNL,CBS,2
CIN,CAR,13,SUNE,CBS,2
CIN,CAR,13,SUNL,CBS,2
CIN,CAR,14,SUNE,CBS,2
CIN,CAR,14,SUNL,CBS,2
CIN,CAR,15,SUNE,CBS,2
CIN,CAR,15,SUNL,CBS,2
CIN,CAR,16,SUNE,CBS,2
CIN,CAR,16,SUNL,CBS,2
CIN,CLE,1,SUNE,CBS,1
CIN,CLE,1,SUNL,CBS,1
CIN,CLE,2,SUNE,CBS,1
CIN,CLE,2,SUNL,CBS,1
CIN,CLE,3,SUNE,CBS,1
CIN,CLE,3,SUNL,CBS,1
CIN,CLE,4,SUNE,CBS,1
CIN,CLE,4,SUNL,CBS,1
CIN,CLE,5,SUNE,CBS,1
CIN,CLE,5,SUNL,CBS,1
CIN,CLE,6,SUNE,CBS,1
CIN,CLE,6,SUNL,CBS,1
CIN,CLE,7,SUNE,CBS,1
CIN,CLE,7,SUNL,CBS,1
CIN,CLE,8,SUNE,CBS,1
CIN,CLE,8,SUNL,CBS,1
CIN,CLE,9,SUNE,CBS,1
CIN,CLE,9,SUNL,CBS,1
CIN,CLE,10,SUNE,CBS,1
CIN,CLE,10,SUNL,CBS,1
CIN,CLE,11,SUNE,CBS,1
CIN,CLE,11,SUNL,CBS,1
CIN,CLE,12,SUNE,CBS,1
CIN,CLE,12,SUNL,CBS,1
CIN,CLE,13,SUNE,CBS,1
CIN,CLE,13,SUNL,CBS,1
CIN,CLE,14,SUNE,CBS,1
CIN,CLE,14,SUNL,CBS,1
CIN,CLE,15,SUNE,CBS,1
CIN,CLE,15,SUNL,CBS,1
CIN,CLE,16,SUNE,CBS,1
CIN,CLE,16,SUNL,CBS,1
CIN,CLE,17,SUNE,CBS,1
CIN,CLE,17,SUNL,CBS,1
CIN,IND,1,SUNE,CBS,2
CIN,IND,1,SUNL,CBS,2
CIN,IND,2,SUNE,CBS,2
CIN,IND,2,SUNL,CBS,2
CIN,IND,3,SUNE,CBS,2
CIN,IND,3,SUNL,CBS,2
CIN,IND,4,SUNE,CBS,2
CIN,IND,4,SUNL,CBS,2
CIN,IND,5,SUNE,CBS,2
CIN,IND,5,SUNL,CBS,2
CIN,IND,6,SUNE,CBS,2
CIN,IND,6,SUNL,CBS,2
CIN,IND,7,SUNE,CBS,2
CIN,IND,7,SUNL,CBS,2
CIN,IND,8,SUNE,CBS,2
CIN,IND,8,SUNL,CBS,2
CIN,IND,9,SUNE,CBS,2
CIN,IND,9,SUNL,CBS,2
CIN,IND,10,SUNE,CBS,2
CIN,IND,10,SUNL,CBS,2
CIN,IND,11,SUNE,CBS,2
CIN,IND,11,SUNL,CBS,2
CIN,IND,12,SUNE,CBS,2
CIN,IND,12,SUNL,CBS,2
CIN,IND,13,SUNE,CBS,2
CIN,IND,13,SUNL,CBS,2
CIN,IND,14,SUNE,CBS,2
CIN,IND,14,SUNL,CBS,2
CIN,IND,15,SUNE,CBS,2
CIN,IND,15,SUNL,CBS,2
CIN,IND,16,SUNE,CBS,2
CIN,IND,16,SUNL,CBS,2
CIN,KC,1,SUNE,CBS,1
CIN,KC,1,SUNL,CBS,1
CIN,KC,2,SUNE,CBS,1
CIN,KC,2,SUNL,CBS,1
CIN,KC,3,SUNE,CBS,1
CIN,KC,3,SUNL,CBS,1
CIN,KC,4,SUNE,CBS,1
CIN,KC,4,SUNL,CBS,1
CIN,KC,5,SUNE,CBS,1
CIN,KC,5,SUNL,CBS,1
CIN,KC,6,SUNE,CBS,1
CIN,KC,6,SUNL,CBS,1
CIN,KC,7,SUNE,CBS,1
CIN,KC,7,SUNL,CBS,1
CIN,KC,8,SUNE,CBS,1
CIN,KC,8,SUNL,CBS,1
CIN,KC,9,SUNE,CBS,1
CIN,KC,9,SUNL,CBS,1
CIN,KC,10,SUNE,CBS,1
CIN,KC,10,SUNL,CBS,1
CIN,KC,11,SUNE,CBS,1
CIN,KC,11,SUNL,CBS,1
CIN,KC,12,SUNE,CBS,1
CIN,KC,12,SUNL,CBS,1
CIN,KC,13,SUNE,CBS,1
CIN,KC,13,SUNL,CBS,1
CIN,KC,14,SUNE,CBS,1
CIN,KC,14,SUNL,CBS,1
CIN,KC,15,SUNE,CBS,1
CIN,KC,15,SUNL,CBS,1
CIN,KC,16,SUNE,CBS,1
CIN,KC,16,SUNL,CBS,1
CIN,LAC,1,SUNL,CBS,1
CIN,LAC,2,SUNL,CBS,1
CIN,LAC,3,SUNL,CBS,1
CIN,LAC,4,SUNL,CBS,1
CIN,LAC,5,SUNL,CBS,1
CIN,LAC,6,SUNL,CBS,1
CIN,LAC,7,SUNL,CBS,1
CIN,LAC,8,SUNL,CBS,1
CIN,LAC,9,SUNL,CBS,1
CIN,LAC,10,SUNL,CBS,1
CIN,LAC,11,SUNL,CBS,1
CIN,LAC,12,SUNL,CBS,1
CIN,LAC,13,SUNL,CBS,1
CIN,LAC,14,SUNL,CBS,1
CIN,LAC,15,SUNL,CBS,1
CIN,LAC,16,SUNL,CBS,1
CIN,PIT,1,MON1,ESP,8
CIN,PIT,1,MON2,ESP,8
CIN,PIT,1,SUNN,NBC,8
CIN,PIT,1,THUN,NBC,8
CIN,PIT,2,MON1,ESP,8
CIN,PIT,2,SUNN,NBC,8
CIN,PIT,2,THUN,CBS,8
CIN,PIT,3,MON1,ESP,8
CIN,PIT,3,SUNN,NBC,8
CIN,PIT,3,THUN,CBS,8
CIN,PIT,4,MON1,ESP,8
CIN,PIT,4,SUNN,NBC,8
CIN,PIT,4,THUN,CBS,8
CIN,PIT,5,MON1,ESP,8
CIN,PIT,5,SUNN,NBC,8
CIN,PIT,5,THUN,CBS,8
CIN,PIT,6,MON1,ESP,8
CIN,PIT,6,SUNN,NBC,8
CIN,PIT,6,THUN,CBS,8
CIN,PIT,7,MON1,ESP,8
CIN,PIT,7,SUNN,NBC,8
CIN,PIT,7,THUN,CBS,8
CIN,PIT,8,MON1,ESP,8
CIN,PIT,8,SUNN,NBC,8
CIN,PIT,8,THUN,CBS,8
CIN,PIT,9,MON1,ESP,8
CIN,PIT,9,SUNN,NBC,8
CIN,PIT,9,THUN,CBS,8
CIN,PIT,10,MON1,ESP,8
CIN,PIT,10,SUNN,NBC,8
CIN,PIT,10,THUN,NFL,8
CIN,PIT,11,MON1,ESP,8
CIN,PIT,11,SUNN,NBC,8
CIN,PIT,11,THUN,NFL,8
CIN,PIT,12,MON1,ESP,8
CIN,PIT,12,SUNN,NBC,8
CIN,PIT,12,THUN,NBC,8
CIN,PIT,13,MON1,ESP,8
CIN,PIT,13,SUNN,NBC,8
CIN,PIT,13,THUN,NFL,8
CIN,PIT,14,MON1,ESP,8
CIN,PIT,14,SUNN,NBC,8
CIN,PIT,14,THUN,NFL,8
CIN,PIT,15,MON1,ESP,8
CIN,PIT,15,SUNN,NBC,8
CIN,PIT,15,THUN,NFL,8
CIN,PIT,16,MON1,ESP,8
CIN,PIT,16,SATL,NFL,8
CIN,PIT,16,SUNN,NBC,8
CIN,PIT,16,THUN,NFL,8
CIN,PIT,1,SUND,CBS,6
CIN,PIT,2,SUND,CBS,6
CIN,PIT,3,SUND,CBS,6
CIN,PIT,4,SUND,CBS,6
CIN,PIT,5,SUND,CBS,6
CIN,PIT,6,SUND,CBS,6
CIN,PIT,7,SUND,CBS,6
CIN,PIT,8,SUND,CBS,6
CIN,PIT,9,SUND,CBS,6
CIN,PIT,10,SUND,CBS,6
CIN,PIT,11,SUND,CBS,6
CIN,PIT,12,SUND,CBS,6
CIN,PIT,13,SUND,CBS,6
CIN,PIT,14,SUND,CBS,6
CIN,PIT,15,SUND,CBS,6
CIN,PIT,16,SUND,CBS,6
CIN,PIT,1,SUNE,CBS,4
CIN,PIT,1,SUNL,CBS,4
CIN,PIT,2,SUNE,CBS,4
CIN,PIT,2,SUNL,CBS,4
CIN,PIT,3,SUNE,CBS,4
CIN,PIT,3,SUNL,CBS,4
CIN,PIT,4,SUNE,CBS,4
CIN,PIT,4,SUNL,CBS,4
CIN,PIT,5,SUNE,CBS,4
CIN,PIT,5,SUNL,CBS,4
CIN,PIT,6,SUNE,CBS,4
CIN,PIT,6,SUNL,CBS,4
CIN,PIT,7,SUNE,CBS,4
CIN,PIT,7,SUNL,CBS,4
CIN,PIT,8,SUNE,CBS,4
CIN,PIT,8,SUNL,CBS,4
CIN,PIT,9,SUNE,CBS,4
CIN,PIT,9,SUNL,CBS,4
CIN,PIT,10,SUNE,CBS,4
CIN,PIT,10,SUNL,CBS,4
CIN,PIT,11,SUNE,CBS,4
CIN,PIT,11,SUNL,CBS,4
CIN,PIT,12,SUNE,CBS,4
CIN,PIT,12,SUNL,CBS,4
CIN,PIT,13,SUNE,CBS,4
CIN,PIT,13,SUNL,CBS,4
CIN,PIT,14,SUNE,CBS,4
CIN,PIT,14,SUNL,CBS,4
CIN,PIT,15,SUNE,CBS,4
CIN,PIT,15,SUNL,CBS,4
CIN,PIT,16,SUNE,CBS,4
CIN,PIT,16,SUNL,CBS,4
CIN,PIT,16,SATE,NFL,6
CIN,PIT,17,SUNE,CBS,4
CIN,PIT,17,SUNL,CBS,4
CIN,PIT,17,SUND,CBS,6
CLE,BAL,1,SUNE,CBS,1
CLE,BAL,1,SUNL,CBS,1
CLE,BAL,2,SUNE,CBS,1
CLE,BAL,2,SUNL,CBS,1
CLE,BAL,3,SUNE,CBS,1
CLE,BAL,3,SUNL,CBS,1
CLE,BAL,4,SUNE,CBS,1
CLE,BAL,4,SUNL,CBS,1
CLE,BAL,5,SUNE,CBS,1
CLE,BAL,5,SUNL,CBS,1
CLE,BAL,6,SUNE,CBS,1
CLE,BAL,6,SUNL,CBS,1
CLE,BAL,7,SUNE,CBS,1
CLE,BAL,7,SUNL,CBS,1
CLE,BAL,8,SUNE,CBS,1
CLE,BAL,8,SUNL,CBS,1
CLE,BAL,9,SUNE,CBS,1
CLE,BAL,9,SUNL,CBS,1
CLE,BAL,10,SUNE,CBS,1
CLE,BAL,10,SUNL,CBS,1
CLE,BAL,11,SUNE,CBS,1
CLE,BAL,11,SUNL,CBS,1
CLE,BAL,12,SUNE,CBS,1
CLE,BAL,12,SUNL,CBS,1
CLE,BAL,13,SUNE,CBS,1
CLE,BAL,13,SUNL,CBS,1
CLE,BAL,14,SUNE,CBS,1
CLE,BAL,14,SUNL,CBS,1
CLE,BAL,15,SUNE,CBS,1
CLE,BAL,15,SUNL,CBS,1
CLE,BAL,16,SUNE,CBS,1
CLE,BAL,16,SUNL,CBS,1
CLE,BAL,17,SUNE,CBS,1
CLE,BAL,17,SUNL,CBS,1
CLE,CIN,1,SUNE,CBS,1
CLE,CIN,1,SUNL,CBS,1
CLE,CIN,2,SUNE,CBS,1
CLE,CIN,2,SUNL,CBS,1
CLE,CIN,3,SUNE,CBS,1
CLE,CIN,3,SUNL,CBS,1
CLE,CIN,4,SUNE,CBS,1
CLE,CIN,4,SUNL,CBS,1
CLE,CIN,5,SUNE,CBS,1
CLE,CIN,5,SUNL,CBS,1
CLE,CIN,6,SUNE,CBS,1
CLE,CIN,6,SUNL,CBS,1
CLE,CIN,7,SUNE,CBS,1
CLE,CIN,7,SUNL,CBS,1
CLE,CIN,8,SUNE,CBS,1
CLE,CIN,8,SUNL,CBS,1
CLE,CIN,9,SUNE,CBS,1
CLE,CIN,9,SUNL,CBS,1
CLE,CIN,10,SUNE,CBS,1
CLE,CIN,10,SUNL,CBS,1
CLE,CIN,11,SUNE,CBS,1
CLE,CIN,11,SUNL,CBS,1
CLE,CIN,12,SUNE,CBS,1
CLE,CIN,12,SUNL,CBS,1
CLE,CIN,13,SUNE,CBS,1
CLE,CIN,13,SUNL,CBS,1
CLE,CIN,14,SUNE,CBS,1
CLE,CIN,14,SUNL,CBS,1
CLE,CIN,15,SUNE,CBS,1
CLE,CIN,15,SUNL,CBS,1
CLE,CIN,16,SUNE,CBS,1
CLE,CIN,16,SUNL,CBS,1
CLE,CIN,17,SUNE,CBS,1
CLE,CIN,17,SUNL,CBS,1
CLE,DEN,1,SUND,CBS,4.5
CLE,DEN,2,SUND,CBS,4.5
CLE,DEN,3,SUND,CBS,4.5
CLE,DEN,4,SUND,CBS,4.5
CLE,DEN,5,SUND,CBS,4.5
CLE,DEN,6,SUND,CBS,4.5
CLE,DEN,7,SUND,CBS,4.5
CLE,DEN,8,SUND,CBS,4.5
CLE,DEN,9,SUND,CBS,4.5
CLE,DEN,10,SUND,CBS,4.5
CLE,DEN,11,SUND,CBS,4.5
CLE,DEN,12,SUND,CBS,4.5
CLE,DEN,13,SUND,CBS,4.5
CLE,DEN,14,SUND,CBS,4.5
CLE,DEN,15,SUND,CBS,4.5
CLE,DEN,16,SUND,CBS,4.5
CLE,DEN,1,SUNL,CBS,3
CLE,DEN,2,SUNL,CBS,3
CLE,DEN,3,SUNL,CBS,3
CLE,DEN,4,SUNL,CBS,3
CLE,DEN,5,SUNL,CBS,3
CLE,DEN,6,SUNL,CBS,3
CLE,DEN,7,SUNL,CBS,3
CLE,DEN,8,SUNL,CBS,3
CLE,DEN,9,SUNL,CBS,3
CLE,DEN,10,SUNL,CBS,3
CLE,DEN,11,SUNL,CBS,3
CLE,DEN,12,SUNL,CBS,3
CLE,DEN,13,SUNL,CBS,3
CLE,DEN,14,SUNL,CBS,3
CLE,DEN,15,SUNL,CBS,3
CLE,DEN,16,SUNL,CBS,3
CLE,DEN,16,SATE,NFL,4.5
CLE,HOU,1,SUNE,CBS,0
CLE,HOU,1,SUNL,CBS,0
CLE,HOU,2,SUNE,CBS,0
CLE,HOU,2,SUNL,CBS,0
CLE,HOU,3,SUNE,CBS,0
CLE,HOU,3,SUNL,CBS,0
CLE,HOU,4,SUNE,CBS,0
CLE,HOU,4,SUNL,CBS,0
CLE,HOU,5,SUNE,CBS,0
CLE,HOU,5,SUNL,CBS,0
CLE,HOU,6,SUNE,CBS,0
CLE,HOU,6,SUNL,CBS,0
CLE,HOU,7,SUNE,CBS,0
CLE,HOU,7,SUNL,CBS,0
CLE,HOU,8,SUNE,CBS,0
CLE,HOU,8,SUNL,CBS,0
CLE,HOU,9,SUNE,CBS,0
CLE,HOU,9,SUNL,CBS,0
CLE,HOU,10,SUNE,CBS,0
CLE,HOU,10,SUNL,CBS,0
CLE,HOU,11,SUNE,CBS,0
CLE,HOU,11,SUNL,CBS,0
CLE,HOU,12,SUNE,CBS,0
CLE,HOU,12,SUNL,CBS,0
CLE,HOU,13,SUNE,CBS,0
CLE,HOU,13,SUNL,CBS,0
CLE,HOU,14,SUNE,CBS,0
CLE,HOU,14,SUNL,CBS,0
CLE,HOU,15,SUNE,CBS,0
CLE,HOU,15,SUNL,CBS,0
CLE,HOU,16,SUNE,CBS,0
CLE,HOU,16,SUNL,CBS,0
CLE,NO,1,SUNE,CBS,2
CLE,NO,1,SUNL,CBS,2
CLE,NO,2,SUNE,CBS,2
CLE,NO,2,SUNL,CBS,2
CLE,NO,3,SUNE,CBS,2
CLE,NO,3,SUNL,CBS,2
CLE,NO,4,SUNE,CBS,2
CLE,NO,4,SUNL,CBS,2
CLE,NO,5,SUNE,CBS,2
CLE,NO,5,SUNL,CBS,2
CLE,NO,6,SUNE,CBS,2
CLE,NO,6,SUNL,CBS,2
CLE,NO,7,SUNE,CBS,2
CLE,NO,7,SUNL,CBS,2
CLE,NO,8,SUNE,CBS,2
CLE,NO,8,SUNL,CBS,2
CLE,NO,9,SUNE,CBS,2
CLE,NO,9,SUNL,CBS,2
CLE,NO,10,SUNE,CBS,2
CLE,NO,10,SUNL,CBS,2
CLE,NO,11,SUNE,CBS,2
CLE,NO,11,SUNL,CBS,2
CLE,NO,12,SUNE,CBS,2
CLE,NO,12,SUNL,CBS,2
CLE,NO,13,SUNE,CBS,2
CLE,NO,13,SUNL,CBS,2
CLE,NO,14,SUNE,CBS,2
CLE,NO,14,SUNL,CBS,2
CLE,NO,15,SUNE,CBS,2
CLE,NO,15,SUNL,CBS,2
CLE,NO,16,SUNE,CBS,2
CLE,NO,16,SUNL,CBS,2
CLE,OAK,1,SUNL,CBS,2
CLE,OAK,2,SUNL,CBS,2
CLE,OAK,3,SUNL,CBS,2
CLE,OAK,4,SUNL,CBS,2
CLE,OAK,5,SUNL,CBS,2
CLE,OAK,6,SUNL,CBS,2
CLE,OAK,7,SUNL,CBS,2
CLE,OAK,8,SUNL,CBS,2
CLE,OAK,9,SUNL,CBS,2
CLE,OAK,10,SUNL,CBS,2
CLE,OAK,11,SUNL,CBS,2
CLE,OAK,12,SUNL,CBS,2
CLE,OAK,13,SUNL,CBS,2
CLE,OAK,14,SUNL,CBS,2
CLE,OAK,15,SUNL,CBS,2
CLE,OAK,16,SUNL,CBS,2
CLE,PIT,1,SUND,CBS,4.5
CLE,PIT,2,SUND,CBS,4.5
CLE,PIT,3,SUND,CBS,4.5
CLE,PIT,4,SUND,CBS,4.5
CLE,PIT,5,SUND,CBS,4.5
CLE,PIT,6,SUND,CBS,4.5
CLE,PIT,7,SUND,CBS,4.5
CLE,PIT,8,SUND,CBS,4.5
CLE,PIT,9,SUND,CBS,4.5
CLE,PIT,10,SUND,CBS,4.5
CLE,PIT,11,SUND,CBS,4.5
CLE,PIT,12,SUND,CBS,4.5
CLE,PIT,13,SUND,CBS,4.5
CLE,PIT,14,SUND,CBS,4.5
CLE,PIT,15,SUND,CBS,4.5
CLE,PIT,16,SUND,CBS,4.5
CLE,PIT,1,SUNE,CBS,3
CLE,PIT,1,SUNL,CBS,3
CLE,PIT,2,SUNE,CBS,3
CLE,PIT,2,SUNL,CBS,3
CLE,PIT,3,SUNE,CBS,3
CLE,PIT,3,SUNL,CBS,3
CLE,PIT,4,SUNE,CBS,3
CLE,PIT,4,SUNL,CBS,3
CLE,PIT,5,SUNE,CBS,3
CLE,PIT,5,SUNL,CBS,3
CLE,PIT,6,SUNE,CBS,3
CLE,PIT,6,SUNL,CBS,3
CLE,PIT,7,SUNE,CBS,3
CLE,PIT,7,SUNL,CBS,3
CLE,PIT,8,SUNE,CBS,3
CLE,PIT,8,SUNL,CBS,3
CLE,PIT,9,SUNE,CBS,3
CLE,PIT,9,SUNL,CBS,3
CLE,PIT,10,SUNE,CBS,3
